2	0.242049	0.370456	0.000475
3	0.140590	0.368376	11
3	0.165900	0.280840	36
2	0.282186	0.526393	0.000188
3	0.914369	0.323310	27
2	0.604814	0.279208	0.000279
3	0.325291	0.123058	17
3	0.519668	0.560226	4
2	0.985470	0.609500	0.000198
2	0.081443	0.678607	0.000533
2	0.529040	0.374276	0.000308
2	0.101456	0.374792	0.000517
2	0.382821	0.652708	0.000600
3	0.091534	0.530142	100
3	0.104896	0.249058	53
3	0.422508	0.572414	46
3	0.808607	0.769750	27
2	0.426924	0.238405	0.000491
3	0.611103	0.499036	56
3	0.863427	0.245862	29
2	0.384867	0.846417	0.001000
3	0.941902	0.468921	49
3	0.147008	0.793017	43
3	0.300402	0.430545	75
2	0.047130	0.825520	0.000896
3	0.770809	0.634865	15
2	0.704704	0.917958	0.000711
2	0.454917	0.262757	0.000588
3	0.500024	0.779188	91
3	0.143821	0.870284	91
2	0.027908	0.407591	0.000363
2	0.057947	0.633218	0.000133
2	0.330832	0.674262	0.000098
3	0.249367	0.809832	92
3	0.656130	0.020475	72
3	0.358109	0.377434	86
3	0.866051	0.087139	5
3	0.269547	0.261654	80
2	0.332166	0.664691	0.000028
2	0.343618	0.730545	0.000701
3	0.204172	0.623174	16
2	0.100556	0.366325	0.000270
3	0.604722	0.328239	3
3	0.089289	0.137448	72
2	0.104149	0.066591	0.000296
3	0.437133	0.382880	45
2	0.389891	0.080150	0.000948
3	0.386650	0.348143	82
2	0.141175	0.298584	0.000684
3	0.598863	0.219992	38
3	0.692535	0.987554	6
3	0.820624	0.963916	6
3	0.520118	0.355863	79
2	0.387996	0.415964	0.000090
3	0.778533	0.638402	79
3	0.842321	0.232732	38
2	0.638736	0.400456	0.000814
2	0.345983	0.221529	0.000551
3	0.143993	0.575601	59
3	0.540336	0.763849	91
2	0.340260	0.889302	0.000058
3	0.600410	0.352162	52
3	0.323611	0.318869	0
2	0.338808	0.052313	0.000662
2	0.856296	0.638463	0.000424
3	0.743550	0.894124	0
3	0.696259	0.803350	64
2	0.908190	0.559989	0.000234
3	0.460771	0.063815	16
2	0.948951	0.535527	0.000266
3	0.289119	0.248423	11
2	0.677008	0.631902	0.000379
2	0.157432	0.767529	0.000131
2	0.599473	0.193130	0.000929
3	0.905255	0.868401	45
2	0.669519	0.005602	0.000464
3	0.586890	0.853050	79
3	0.021773	0.089500	71
2	0.064961	0.531809	0.000697
3	0.092074	0.571985	66
3	0.214701	0.854594	14
3	0.124202	0.968559	22
2	0.263880	0.428151	0.000911
3	0.198514	0.382278	25
2	0.149099	0.413958	0.000444
3	0.321289	0.179928	59
2	0.131903	0.491943	0.000855
3	0.761056	0.983783	3
3	0.946126	0.320432	12
2	0.876447	0.548147	0.000427
3	0.616258	0.826627	83
3	0.276626	0.159374	2
3	0.588805	0.386293	41
2	0.962858	0.995451	0.000398
2	0.083930	0.434649	0.000058
3	0.215226	0.172248	58
3	0.028079	0.123347	14
3	0.639457	0.165565	79
3	0.417572	0.283782	90
3	0.974011	0.054987	27
2	0.031951	0.321827	0.000280
2	0.218670	0.885682	0.000340
2	0.417584	0.944104	0.000092
3	0.442002	0.392949	69
3	0.694324	0.478390	68
3	0.948331	0.719188	88
2	0.387383	0.326832	0.000048
2	0.579595	0.896783	0.000952
3	0.566039	0.787732	61
2	0.622993	0.135942	0.000683
2	0.278346	0.246309	0.000917
2	0.554928	0.554793	0.000046
2	0.445558	0.699958	0.000026
3	0.807341	0.753364	5
2	0.712045	0.304160	0.000346
2	0.353425	0.557290	0.000098
3	0.978133	0.290437	4
3	0.103173	0.352822	46
2	0.973958	0.168254	0.000983
2	0.940149	0.138918	0.000008
3	0.221178	0.119932	14
3	0.648688	0.419304	30
2	0.032593	0.958179	0.000098
3	0.762416	0.410293	58
2	0.276731	0.769483	0.000559
2	0.688410	0.120897	0.000866
3	0.860089	0.395008	41
2	0.966676	0.934820	0.000440
3	0.753813	0.024837	10
3	0.542571	0.409787	17
3	0.842839	0.634627	34
3	0.880581	0.685960	3
2	0.003370	0.391376	0.000711
3	0.967752	0.962875	61
2	0.606610	0.390739	0.000081
2	0.270126	0.417295	0.000161
3	0.339693	0.864079	87
2	0.730564	0.819930	0.000368
3	0.245182	0.421183	56
3	0.489546	0.328162	34
3	0.078802	0.712004	55
2	0.216637	0.805208	0.000122
3	0.281186	0.049027	32
2	0.172889	0.457353	0.000105
2	0.606518	0.524592	0.000372
2	0.202305	0.044418	0.000893
2	0.631440	0.629703	0.000065
2	0.170836	0.537268	0.000623
3	0.642677	0.727767	88
2	0.740922	0.297502	0.000898
3	0.176881	0.048787	50
2	0.641169	0.873091	0.000318
2	0.011415	0.626197	0.000479
3	0.750852	0.649860	15
2	0.481871	0.789751	0.000794
3	0.266604	0.937152	42
2	0.543653	0.348971	0.000456
3	0.541636	0.985928	31
3	0.935247	0.544834	65
2	0.284877	0.542444	0.000608
2	0.898054	0.494322	0.000356
3	0.188341	0.599605	95
3	0.791657	0.163606	8
2	0.478383	0.534245	0.000785
2	0.744703	0.747592	0.000700
2	0.257748	0.332495	0.000020
3	0.425907	0.770490	8
2	0.201453	0.812165	0.000434
2	0.257186	0.743563	0.000889
2	0.073792	0.365577	0.000219
3	0.459697	0.211978	48
2	0.498326	0.318640	0.000105
3	0.728136	0.070677	53
3	0.015158	0.511556	66
3	0.926824	0.060355	46
2	0.209113	0.900730	0.000423
3	0.805116	0.609336	15
3	0.324504	0.768231	87
3	0.129613	0.812841	25
2	0.082062	0.761683	0.000272
2	0.139236	0.730975	0.000466
2	0.700914	0.280898	0.000773
3	0.309771	0.953545	21
3	0.905981	0.872530	19
3	0.443738	0.940010	48
2	0.637245	0.535797	0.000569
2	0.599798	0.163548	0.000135
3	0.847967	0.168520	98
3	0.256189	0.597704	61
3	0.925080	0.372546	84
3	0.877508	0.158479	64
2	0.816462	0.771070	0.000055
3	0.601377	0.201520	57
3	0.473451	0.338782	91
3	0.739347	0.203948	51
3	0.818075	0.739753	82
2	0.534164	0.878086	0.000577
2	0.021585	0.701453	0.000219
3	0.068575	0.626409	6
2	0.204216	0.314136	0.000602
3	0.565968	0.300591	80
2	0.352667	0.940636	0.000661
3	0.006191	0.399209	47
3	0.982485	0.810686	51
2	0.499811	0.262204	0.000445
2	0.986279	0.740449	0.000376
3	0.414478	0.740605	38
3	0.176332	0.431166	25
2	0.553008	0.599001	0.000313
3	0.427019	0.234946	79
2	0.507005	0.117437	0.000949
3	0.764510	0.328145	67
3	0.353397	0.289512	76
3	0.864712	0.797149	27
3	0.875992	0.922616	78
2	0.288462	0.546648	0.000337
3	0.451382	0.581751	39
2	0.767232	0.943645	0.000697
3	0.598068	0.789039	100
3	0.288684	0.515730	87
2	0.470085	0.970119	0.000674
3	0.534807	0.527303	42
2	0.914008	0.166829	0.000315
2	0.746183	0.460436	0.000729
3	0.881942	0.144724	82
2	0.882033	0.088600	0.000855
3	0.922986	0.070833	39
3	0.394368	0.310300	27
3	0.394808	0.466626	71
3	0.821067	0.165378	50
3	0.387843	0.071903	81
2	0.946246	0.589380	0.000301
3	0.509198	0.041655	48
3	0.498838	0.000101	45
2	0.473799	0.303050	0.000625
2	0.803597	0.668923	0.000522
2	0.084006	0.018181	0.000002
2	0.974412	0.778962	0.000825
3	0.119612	0.459886	25
2	0.138323	0.542429	0.000058
2	0.820312	0.912473	0.000112
2	0.793228	0.326750	0.000813
2	0.279871	0.484145	0.000017
3	0.061979	0.060864	52
3	0.932067	0.206629	30
2	0.976583	0.474331	0.000744
2	0.072259	0.498026	0.000295
2	0.385138	0.799150	0.000762
3	0.855166	0.294534	21
2	0.148218	0.447384	0.000020
2	0.963666	0.385404	0.000874
2	0.340761	0.786786	0.000811
2	0.821958	0.277657	0.000132
3	0.746500	0.584574	51
2	0.151033	0.029599	0.000576
2	0.370959	0.698656	0.000065
2	0.708617	0.539464	0.000429
3	0.477952	0.082574	52
3	0.605405	0.359629	58
2	0.752771	0.276615	0.000994
2	0.958853	0.640449	0.000107
3	0.351335	0.038659	94
3	0.960650	0.513394	99
2	0.753282	0.104565	0.000170
3	0.883447	0.118616	18
2	0.620013	0.025784	0.000374
2	0.509981	0.474700	0.000378
2	0.629532	0.078175	0.000322
3	0.605979	0.199337	71
2	0.352722	0.441740	0.000025
3	0.823755	0.675629	27
2	0.456857	0.965139	0.000156
3	0.438423	0.426025	93
3	0.658365	0.248683	84
2	0.398750	0.958365	0.000525
3	0.870641	0.549077	73
3	0.581259	0.990526	21
2	0.286586	0.939640	0.000149
3	0.486663	0.672924	10
2	0.404320	0.323506	0.000141
3	0.613628	0.542802	64
2	0.403265	0.693751	0.000386
3	0.531460	0.017687	31
3	0.413873	0.879431	99
2	0.217581	0.757581	0.000129
3	0.360182	0.952101	10
3	0.199603	0.677404	91
2	0.516163	0.826131	0.000633
3	0.740543	0.706205	15
2	0.655159	0.637394	0.000483
3	0.544938	0.973735	92
2	0.080617	0.195236	0.000031
3	0.497400	0.438431	8
2	0.374305	0.218851	0.000240
2	0.657065	0.388486	0.000986
2	0.219807	0.242218	0.000753
3	0.282782	0.415397	80
2	0.114848	0.264983	0.000024
3	0.951793	0.761348	29
3	0.666851	0.353820	44
3	0.520430	0.837789	64
2	0.854741	0.641086	0.000435
2	0.055618	0.354699	0.000256
3	0.609630	0.992292	60
2	0.201373	0.455980	0.000365
2	0.381008	0.743977	0.000168
3	0.494840	0.690813	49
3	0.804448	0.525656	16
3	0.667931	0.430563	57
2	0.681685	0.923533	0.000140
3	0.137547	0.109073	69
3	0.996504	0.326006	48
2	0.561903	0.870554	0.000552
2	0.869608	0.026987	0.000724
2	0.046708	0.027300	0.000276
2	0.296850	0.716173	0.000165
2	0.720963	0.206990	0.000223
3	0.259607	0.565657	99
3	0.735159	0.891633	1
3	0.258478	0.599930	17
2	0.507170	0.114030	0.000082
3	0.967556	0.468483	21
3	0.880679	0.923187	92
3	0.169902	0.825438	57
2	0.186369	0.762020	0.000902
3	0.208142	0.922596	83
2	0.692396	0.827653	0.000148
2	0.082238	0.395978	0.000852
3	0.847885	0.176474	82
2	0.461344	0.008307	0.000955
3	0.111085	0.639894	33
2	0.686427	0.197316	0.000832
3	0.179437	0.645006	69
3	0.316832	0.493510	56
3	0.010639	0.154739	71
3	0.563943	0.073956	48
3	0.220677	0.401862	5
2	0.760017	0.510996	0.000923
3	0.217972	0.481406	10
2	0.226923	0.208743	0.000733
2	0.497486	0.755779	0.000957
2	0.083936	0.102614	0.000622
2	0.645503	0.397001	0.000248
3	0.566470	0.482528	89
3	0.010330	0.472089	47
2	0.675099	0.433818	0.000560
3	0.157690	0.994712	49
3	0.053552	0.703269	6
2	0.166062	0.193999	0.000431
2	0.866852	0.661855	0.000963
3	0.170371	0.502049	45
2	0.592974	0.126128	0.000595
3	0.472917	0.224763	52
2	0.965786	0.103420	0.000341
2	0.531672	0.716725	0.000472
3	0.300625	0.539245	87
3	0.185595	0.997228	62
2	0.032412	0.187614	0.000357
2	0.502127	0.792571	0.000899
3	0.032144	0.566114	71
2	0.348063	0.786269	0.000081
3	0.766148	0.067022	41
2	0.403979	0.863158	0.000864
3	0.003740	0.261757	36
3	0.782153	0.289802	74
3	0.168680	0.556938	11
2	0.799817	0.128241	0.000071
2	0.249929	0.125196	0.000804
2	0.762966	0.400424	0.000088
2	0.208212	0.565397	0.000002
2	0.405099	0.539066	0.000215
2	0.997722	0.149929	0.000866
2	0.842085	0.616462	0.000132
2	0.208484	0.142409	0.000786
2	0.194861	0.870443	0.000922
2	0.438561	0.775393	0.000215
2	0.711106	0.775328	0.000602
3	0.533908	0.241866	62
3	0.714892	0.449542	72
2	0.317216	0.576831	0.000425
2	0.797459	0.309346	0.000328
3	0.669987	0.937174	37
2	0.239798	0.688068	0.000045
3	0.247293	0.386880	64
2	0.777296	0.231475	0.000422
2	0.211011	0.233354	0.000392
3	0.407768	0.586884	91
2	0.531825	0.483134	0.000619
2	0.481044	0.715646	0.000756
3	0.769638	0.152067	56
2	0.407087	0.619756	0.000867
3	0.726319	0.040930	53
2	0.005960	0.852000	0.000716
2	0.186290	0.722062	0.000905
2	0.270592	0.391997	0.000146
2	0.065170	0.247323	0.000420
3	0.978612	0.934533	44
3	0.877900	0.018671	78
3	0.605647	0.327690	29
2	0.067781	0.851350	0.000153
2	0.735743	0.391891	0.000688
3	0.858248	0.415425	81
3	0.416775	0.362415	91
2	0.345605	0.444474	0.000255
3	0.643476	0.836428	61
3	0.468401	0.879538	38
3	0.754047	0.864424	51
3	0.487942	0.084289	52
2	0.402266	0.489469	0.000574
3	0.075734	0.721452	26
3	0.285051	0.769811	72
3	0.539358	0.621718	99
2	0.000783	0.768257	0.000224
2	0.928089	0.370373	0.000315
2	0.468234	0.530686	0.000865
2	0.576841	0.888900	0.000166
2	0.869600	0.674046	0.000596
3	0.760326	0.158214	57
2	0.828671	0.880769	0.000965
3	0.013487	0.260181	86
3	0.207146	0.590700	90
2	0.566133	0.576215	0.000247
2	0.829943	0.774004	0.000315
3	0.102448	0.124717	69
3	0.391502	0.521986	16
3	0.730152	0.358672	40
3	0.626155	0.169828	34
2	0.764123	0.692962	0.000337
3	0.836070	0.767426	25
3	0.262490	0.371851	31
3	0.751978	0.531798	80
3	0.534369	0.340431	21
2	0.839727	0.656501	0.000744
2	0.232233	0.755069	0.000290
3	0.820198	0.659763	6
3	0.785104	0.633420	32
2	0.950851	0.024273	0.000824
3	0.572130	0.737177	62
3	0.150511	0.169218	23
2	0.108985	0.980842	0.000740
3	0.905156	0.440947	76
2	0.514064	0.520641	0.000539
3	0.447691	0.722308	50
3	0.683225	0.716332	95
2	0.032375	0.830831	0.000810
2	0.319078	0.328233	0.000200
2	0.059868	0.341444	0.000060
2	0.898394	0.124610	0.000876
3	0.159150	0.791621	23
3	0.643354	0.898214	76
3	0.841227	0.275083	4
3	0.424451	0.814212	64
3	0.600883	0.202050	54
3	0.150568	0.556869	31
3	0.247565	0.715565	0
2	0.433586	0.706679	0.000638
2	0.643981	0.934812	0.000876
3	0.440323	0.110129	31
3	0.503222	0.390195	39
3	0.967706	0.528979	17
2	0.539356	0.107116	0.000507
3	0.224541	0.110742	60
3	0.318564	0.717392	74
3	0.308097	0.327894	27
2	0.813256	0.925046	0.000999
2	0.207794	0.361092	0.000568
2	0.207732	0.165122	0.000072
2	0.180690	0.123460	0.000901
2	0.336660	0.138534	0.000634
2	0.646930	0.687173	0.000554
2	0.642471	0.347221	0.000551
3	0.942489	0.302049	84
2	0.125266	0.453849	0.000055
3	0.983976	0.311982	86
2	0.534484	0.853376	0.000944
2	0.502643	0.021349	0.000442
3	0.246816	0.493058	35
3	0.350527	0.988536	95
2	0.362104	0.852434	0.000801
2	0.794120	0.046321	0.000256
3	0.135039	0.285945	4
2	0.042424	0.725390	0.000382
2	0.254279	0.144958	0.000953
2	0.932031	0.434399	0.000462
3	0.595887	0.618030	7
3	0.682286	0.062147	26
3	0.461523	0.819270	90
2	0.220203	0.521718	0.000161
3	0.862408	0.014222	95
2	0.778307	0.884422	0.000214
3	0.843008	0.081472	95
3	0.813594	0.842873	47
2	0.055675	0.774329	0.000308
2	0.736431	0.810098	0.000785
2	0.351024	0.651530	0.000273
2	0.365947	0.221031	0.000916
2	0.585606	0.602914	0.000218
2	0.498197	0.357297	0.000382
3	0.346243	0.609826	27
3	0.934442	0.358739	79
2	0.522302	0.059256	0.000219
2	0.882907	0.006486	0.000614
2	0.769683	0.855686	0.000398
2	0.313055	0.953278	0.000112
3	0.072218	0.223216	63
2	0.289001	0.828500	0.000539
2	0.032718	0.734175	0.000339
2	0.212116	0.394335	0.000878
3	0.952795	0.555713	25
2	0.662194	0.445606	0.000016
3	0.655984	0.381289	59
2	0.560504	0.541363	0.000485
2	0.579515	0.555472	0.000026
2	0.725033	0.232668	0.000923
2	0.995216	0.413085	0.000805
3	0.888210	0.181978	73
2	0.816028	0.971386	0.000676
3	0.562434	0.616167	87
2	0.721154	0.965262	0.000753
3	0.519215	0.476239	30
2	0.097554	0.256205	0.000507
3	0.174152	0.173603	89
3	0.958959	0.762506	47
2	0.644518	0.451151	0.000045
2	0.715427	0.837939	0.000252
3	0.070715	0.223397	38
2	0.366883	0.590818	0.000795
3	0.759046	0.247147	70
2	0.941440	0.193220	0.000990
3	0.540095	0.399467	30
3	0.443992	0.313423	63
3	0.968069	0.384916	27
2	0.716747	0.345060	0.000490
2	0.756759	0.681587	0.000943
2	0.133633	0.610707	0.000883
3	0.875768	0.510245	95
3	0.027873	0.327015	93
2	0.350908	0.726081	0.000681
2	0.098848	0.279136	0.000676
3	0.507578	0.498395	81
2	0.868803	0.035253	0.000027
2	0.238814	0.431251	0.000719
3	0.656237	0.272116	67
3	0.388225	0.931906	46
3	0.234128	0.993967	67
2	0.972473	0.774786	0.000632
3	0.010149	0.199606	94
2	0.393022	0.471756	0.000923
2	0.826805	0.836581	0.000589
2	0.195954	0.490735	0.000796
3	0.630761	0.967107	18
2	0.228174	0.840734	0.000016
2	0.995154	0.513140	0.000273
2	0.452322	0.710690	0.000817
2	0.844621	0.879580	0.000133
2	0.535547	0.041882	0.000857
3	0.614925	0.761584	70
3	0.860507	0.196803	1
3	0.231504	0.720362	98
3	0.620265	0.634574	49
2	0.961865	0.462786	0.000745
